time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,istio-init_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702372890,2.363011910888695,1.7497975,1.2229046170969418,0.3460937664028218,11.974250769299852,50.02427402905985,0.31864293659621495,1.1723582800448757,1.9331772433520484,0.6346392328089822,0,0.36481137792591467,5.759859619450323,2.7130794651848573,1.1353525905947228,216006656,137265152,13533184,868143104,196833280,7753728,618221568,33304576,20611072,512770048,185073664,9297920,5771264,589934592,21135360,107130880,13.252,9.941,43.008,27.252,2,2,2.016,44.634,,,7.252,27.252,0,0,0,0,0.00890007905793698,0.003794102252343292,0.024894780895370068,0.00031911075139557505,0.0041557129184824505,0.0031238938053097347,0.005727123499996077,0.003653327077181523,0.02183504750261573,0.00968783024829976,0.07858198740208726,0.047723870442081186,0.012854793926078037,0.004823008849557523,0.014085541666047835,0.00917098110204803
1702372891,2.363011910888695,2.5266721044045672,1.2229046170969418,0.3460937664028218,11.974250769299852,50.02427402905985,0.31864293659621495,1.1608850080810516,1.9331772433520484,0.6346392328089822,0,0.36481137792591467,2.504391648668107,2.7130794651848573,1.1353525905947228,216006656,137445376,13533184,868143104,196833280,7753728,618221568,33304576,20611072,512770048,185073664,9297920,5771264,589934592,21135360,107130880,13.252,10,35.008,11.252,2.012,2,2.008,34.634,,,3.252,11.252,0,0,0,0,0.008900075615846463,0.003794104068141015,0.024894658272189923,0.0003191137995927387,0.004155559341231095,0.0030689655172413794,0.0055750265784815945,0.003653171908389703,0.021835038008786205,0.009687834609905199,0.07858150398329862,0.04772488633589354,0.012853802604161847,0.004724137931034482,0.012721876832160497,0.009169373899450467
1702372892,2.363011910888695,2.5266721044045672,1.2229046170969418,0.3460937664028218,11.974250769299852,49.97419639917516,0.2769449678655269,1.1494117361172274,1.9331772433520484,0.6346392328089822,0,0.36481137792591467,2.504391648668107,2.83369531716555,1.1353525905947226,216006656,137445376,13533184,868143104,196833280,7753728,637181952,33304576,20611072,512770048,185073664,9297920,5771264,589934592,21135360,107130880,15.228,5.992,36.913,7.244,2,2,2.012,34.594,,,5.244,7.244,0,0,0,0,0.008900198797863619,0.003736380979204683,0.024894496713372277,0.00031912467908296873,0.004155399411012224,0.0030689655172413794,0.005575018422188465,0.0036530558689088486,0.021835115309537613,0.009539442633663174,0.07858055715180313,0.0477286331319263,0.012852769993772006,0.004724137931034482,0.012721853617843842,0.009168156190279681
1702372893,2.363011910888695,2.5266721044045672,1.2229046170969418,0.3460937664028218,11.974250769299852,49.97419639917516,0.3204100801374929,1.1379384641534032,1.9331772433520484,0.6333079801636846,0,0.36481137792591467,2.504391648668107,2.83369531716555,1.1353525905947226,216006656,137445376,13533184,868143104,196833280,7753728,637181952,35971072,20611072,512770048,185073664,9297920,5771264,589934592,21135360,107130880,11.276,6.016,37.105,29.437,2,2,0,46.731,,,9.276,29.437,0,0,0,0,0.008900367044674347,0.0037253929463011,0.024894469076451067,0.00031914632099526875,0.004155232725299339,0.0030689655172413794,0.005575009189387474,0.0036529699608954954,0.02183522588896826,0.009436832483402617,0.07857973788034214,0.04773629558605819,0.01285169346055611,0.004724137931034482,0.0127218287874556,0.009167188299197852
1702372894,2.363011910888695,2.5266721044045672,1.2229046170969418,0.29702748747639796,11.191297856803395,49.97419639917516,0.3204100801374929,1.1264651921895787,1.9331772433520484,0.6333079801636846,0,0.36481137792591467,2.504391648668107,2.771385522868671,1.1353525905947226,216006656,137445376,13533184,868143104,196833280,7753728,637181952,35971072,20611072,512770048,185073664,9297920,5771264,589934592,22278144,107130880,41.252,20,57.008,13.252,1.901,2,4,58.634,,,5.252,13.252,0,0,0,0,0.008912837467021898,0.003725421711259943,0.024894363635999704,0.0003191570119205969,0.004154674168184614,0.0030689655172413794,0.005575001710032665,0.0036364838540913214,0.021849312607256303,0.009436969708914372,0.07857906001489424,0.047740029683732955,0.01284823871815071,0.004724137931034482,0.012721823032092643,0.009021857996991482
1702372895,2.0009536822706764,2.5266721044045672,1.2229046170969418,0.3507197600799748,11.090807622462272,40.543006675145065,0.3204100801374929,1.1149919202257546,1.9331772433520484,0.6333079801636846,0,0.36481137792591467,2.504391648668107,2.7374522555967964,1.1353525905947226,216006656,137445376,13533184,868143104,196833280,7753728,637181952,35971072,20611072,512770048,185073664,9297920,5771264,589934592,22278144,107130880,13.077,9.825,44.076,5.252,1.98,2,4,24.459,,,3.252,5.252,0,0,0,0,0.00882711934558353,0.0036624348187350784,0.02415927885392135,0.00031718506747533586,0.004279364972565345,0.0030689655172413794,0.005712971767970442,0.0035704072615797985,0.021733856607492136,0.009232726647550276,0.07749879363937387,0.04764001586001766,0.012461705290277783,0.004724137931034482,0.01,0.00867824678538146
1702372896,2.0416575303197693,2.5266721044045672,1.2201173585564695,0.3507197600799748,10.990317388121149,41.37575418914082,0.3204100801374929,1.1035186482619301,1.9331772433520484,0.6877655184396891,0,0.36481137792591467,2.504391648668107,2.7035189883249213,1.1353525905947226,216006656,137445376,13533184,868143104,196833280,7753728,637181952,35971072,20611072,512770048,185094144,9297920,5771264,589934592,22278144,107130880,13.252,8,37.008,7.252,2.012,2,2,30.634,,,5.252,7.252,0,0,0,0,0.008827369308321257,0.0036624703831920173,0.02415949059090061,0.0003172191235533404,0.004279236182173147,0.0030689655172413794,0.0055847696629523534,0.0035704174277580536,0.021734056901794047,0.00923297584834903,0.07749843356508282,0.047652976601929256,0.012460882349537048,0.004724137931034482,0.01,0.008677835195751485
1702372897,2.0823613783688617,2.5266721044045672,1.2201173585564695,0.3507197600799748,10.889827153780029,42.20850170313658,0.3204100801374929,1.0920453762981062,1.9331772433520484,0.6877655184396891,0,0.38282928249163134,2.504391648668107,2.6695857210530463,1.1015077070436825,216006656,137445376,13533184,868143104,196833280,7753728,637181952,35971072,20611072,512770048,185094144,9297920,5771264,589934592,22278144,107196416,5.252,8,33.008,5.252,2,2,2,18.634,,,3.252,5.252,0,0,0,0,0.008827466939819175,0.0036422907431743726,0.024159113238636797,0.00031723058665882866,0.004279081256233731,0.0030689655172413794,0.0055847696629523534,0.003570400682711837,0.02173413020507025,0.009218668876076672,0.07749698191417041,0.04765687576305649,0.012459904004392761,0.004724137931034482,0.01,0.008677423053602635
1702372898,2.123065226417955,2.5266721044045672,1.2201173585564695,0.29343845526491286,12.78305547157658,43.041249217132325,0.3204100801374929,1.080572104334282,2.2415352189284716,0.6877655184396891,0,0.38282928249163134,2.504391648668107,2.635652453781171,1.1015077070436825,216006656,137445376,13533184,868143104,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,9.252,4,27.008,19.308,1.988,2,2.024,40.634,,,5.252,19.308,0,0,0,0,0.008827594138492432,0.003626100419833919,0.024158681988894336,0.0003172457754896493,0.004278735526767328,0.0030689655172413794,0.0055847696629523534,0.0035703785965493207,0.0217342261438164,0.00915234467284707,0.07749522529534399,0.04766209276946097,0.012457813463723532,0.004724137931034482,0.01,0.00867700423183667
1702372899,2.442230882945566,2.5266721044045672,1.1867942442398176,0.2875931259302466,12.78305547157658,49.96485083974539,0.3204100801374929,1.0690988323704578,2.2415352189284716,0.6877655184396891,0,0.38282928249163134,2.504391648668107,2.6017191865092966,1.1015077070436825,216006656,137445376,13529088,868143104,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,9.252,6,31.008,13.252,2,2,2.012,36.634,,,5.252,13.252,0,0,0,0,0.008875085593488543,0.00362612974325673,0.024158236240689007,0.0003172623844279714,0.0042785426031846895,0.0030689655172413794,0.0055847696629523534,0.0035564049563322083,0.021782573745413064,0.009152556554156071,0.07749336754539311,0.04766781380582963,0.01245660578703703,0.004724137931034482,0.01,0.008593907995329116
1702372900,2.442230882945566,2.5266721044045672,1.1867942442398176,0.28174779659558036,12.78305547157658,49.96485083974539,0.3204100801374929,0.9584780579841452,2.3906639761286224,0.6877655184396891,0,0.38282928249163134,2.504391648668107,2.567785919237422,1.1052921028511014,216006656,137445376,13529088,868143104,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,17.252,6,47.008,27.361,2,2,2,64.634,,,9.252,27.361,0,0,0,0,0.008779202788047565,0.0036114158197249223,0.024289669261931476,0.00031725378394999957,0.004428482225679899,0.0030689655172413794,0.005212765957446808,0.0035738805050012654,0.021681052058648127,0.009178438297025616,0.0770453270049696,0.04660814700065055,0.013082669745370378,0.004724137931034482,0.009893617021276594,0.008832921794197961
1702372901,2.442230882945566,2.5266721044045672,1.1867942442398176,0.3416737296686449,10.782098210433949,49.96485083974539,0.3204100801374929,1.024802751482415,2.3906639761286224,0.6877655184396891,0,0.3733951450510057,2.504391648668107,2.533852651965547,1.1052921028511014,216006656,137445376,13529088,868139008,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,17.228,12.016,38.905,7.244,1.988,2,1.992,34.586,,,5.244,7.244,0,0,0,0,0.008779385185429483,0.0036114390235124695,0.024288744795703553,0.0003172709016003837,0.004428141347170461,0.0030689655172413794,0.00510204081632653,0.003573840457240467,0.021681214167495876,0.009178672802719782,0.07704232860017936,0.04661337737015089,0.013080967985327634,0.004724137931034482,0.010000000000000018,0.008832442940085079
1702372902,2.442230882945566,2.5266721044045672,1.1867942442398176,0.3416737296686449,12.081260470701846,49.96485083974539,0.3204100801374929,1.0187142235004498,2.3906639761286224,0.6877655184396891,0,0.3733951450510057,2.504391648668107,2.499919384693672,1.1052921028511014,216006656,137445376,13529088,868139008,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,33.252,12,37.008,13.252,2,2,2,58.634,,,5.252,13.252,0,0,0,0,0.00877952243043313,0.0036088032507497828,0.024288243037800698,0.0003172852423669716,0.004428033545060336,0.0030689655172413794,0.00510204081632653,0.0035738136403997357,0.021681335077416628,0.009224058897032844,0.07704062663034555,0.046618071490531945,0.013080377019688103,0.004724137931034482,0.01,0.008832076922441314
1702372903,2.134828638504142,2.5266721044045672,1.1867942442398176,0.3416737296686449,12.01552914657368,49.96485083974539,0.3262954684007313,1.0077974769778146,2.3906639761286224,0.6877655184396891,0,0.3733951450510057,2.180341551879421,2.465986117421797,1.1052921028511014,216006656,137445376,13529088,868139008,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,7.252,6,29.008,13.252,1.894,2,0,28.634,,,5.252,13.252,0,0,0,0,0.00877970519493342,0.0036158437840983168,0.024287463569511315,0.0003173034546349881,0.004427076914357356,0.0030689655172413794,0.00510204081632653,0.00357377242982098,0.02168149678522439,0.009182381491961364,0.07703801418023784,0.04662384808917444,0.013075717652452462,0.004724137931034482,0.01,0.00883162497467223
1702372904,2.0941247904550497,2.5266721044045672,1.1867942442398176,0.3416737296686449,11.949797822445515,49.96485083974539,0.3262954684007313,0.9968807304551796,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,2.2253855104140574,2.432052850149922,1.1052921028511014,218779648,137445376,13529088,868139008,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,34.991,10,37.008,13.252,2,2,4.024,44.634,,,5.252,13.252,0,0,0,0,0.008836946065190426,0.003615873173236288,0.024286514905477483,0.0003173270611516324,0.00442723632522816,0.0030689655172413794,0.00510204081632653,0.0035658215487570136,0.021713501690834285,0.009182673151948904,0.07703477237540227,0.046631378754086635,0.013076397453703696,0.004724137931034482,0.01,0.008807673457653995
1702372905,2.053420942405957,2.5266721044045672,1.1867942442398176,0.3416737296686449,11.884066498317349,49.96485083974539,0.3262954684007313,0.9859639839325444,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,1.8879950000000003,2.346923186901057,1.1052921028511014,218779648,137445376,13529088,868139008,224976896,7753728,637181952,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,11.252,6,33.008,5.252,2,2,4,22.634,,,3.252,5.252,0,0,0,0,0.008911672274889648,0.0036419227464978433,0.024564891790552646,0.0003155376995630905,0.004467265410343659,0.0030689655172413794,0.004859649122807017,0.0036197665181312093,0.02196260814150503,0.009310772409722194,0.07819829453279667,0.04643837599988366,0.014958539958847742,0.004724137931034482,0.01,0.009098490373537903
1702372906,2.0127170943568644,2.4109877336269925,1.1867942442398176,0.3416737296686449,11.818335174189183,50.028392183620475,0.3262954684007313,0.9750472374099093,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,1.8879950000000003,2.1465933663269077,1.1052921028511014,218779648,137445376,13529088,868139008,224976896,7753728,635146240,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,21.228,14.053,42.889,11.244,2,2,4,42.578,2,,5.244,11.244,0,0,0,0,0.008911858748450144,0.003641965471108236,0.024563595010670656,0.0003155544893738014,0.004466897879006224,0.003105263157894737,0.004870967741935484,0.0036197202333401635,0.02196269595248141,0.00931109456793915,0.07819592905533113,0.04644427602290605,0.014957087551440337,0.004789473684210527,0.009893617021276597,0.009098041856969342
1702372907,1.9720132463077715,2.4109877336269925,1.1867942442398176,0.3416737296686449,11.752603850061018,50.028392183620475,0.2816763758495335,0.8378347555252854,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,2.230115126060194,2.1465933663269077,1.1052921028511014,218779648,137445376,13529088,868139008,224976896,7753728,635146240,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,15.252,8,35.008,9.252,2.024,2,4,38.634,10,,5.252,9.252,0,0,0,0,0.008912096492634476,0.003660863380376785,0.024562320672762625,0.0003155780700426329,0.004466508278785611,0.003105263157894737,0.004870967741935484,0.0036196734889718182,0.02196282429038174,0.009435046858013309,0.07819358711110018,0.04645282574558506,0.01495554711934157,0.004789473684210527,0.009893617021276597,0.009097565511171602
1702372908,1.9313093982586789,2.4109877336269925,1.1867942442398176,0.3416737296686449,11.686872525932852,50.028392183620475,0.27623811804285464,0.8150400155050141,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,2.185071167525558,2.1465933663269077,1.1052921028511014,218779648,137445376,13529088,868139008,224976896,7753728,635146240,35971072,20611072,513683456,185094144,9297920,5771264,589934592,22278144,107196416,41.333,12.032,35.186,7.252,2.119,2,2.02,36.666,38.081,,13.333,7.252,0,0,0,0,0.00891239679014495,0.003664162102200726,0.024560573214786687,0.00031560702933905145,0.004466094560425813,0.003105263157894737,0.004870967741935484,0.003619609044348868,0.021962979471116965,0.009478509575160946,0.07819037357997949,0.04646321317669043,0.014953910410236627,0.004789473684210527,0.009893617021276597,0.009096970635646653
1702372909,1.8906055502095862,2.2977269161371305,1.1867942442398176,0.34167372966864484,11.621141201804688,50.028392183620475,0.5670656062451366,0.9409565323505132,2.3906639761286224,0.6877655184396891,0.00009984916402880422,0.3733951450510057,2.610559861093469,2.1465933663269077,1.1052921028511014,218779648,137437184,16220160,868139008,224976896,7753728,635146240,65699840,20619264,513683456,185094144,9297920,5771264,589287424,22278144,107196416,41.353,10.089,53.412,15.292,1.898,2,1.98,48.856,38.101,,9.313,15.292,0,0,0,0,0.008566950788436764,0.00366421045309724,0.02455921565031416,0.00031562901181774464,0.0044651810702661995,0.003105263157894737,0.004870967741935484,0.0036075848693362844,0.021739616589500535,0.009478861687157216,0.07818788022931798,0.046471076295413076,0.014950381695884779,0.004789473684210527,0.009893617021276597,0.009026388248121263
1702372910,1.8499017021604933,2.2977269161371305,1.1867942442398176,0.34167372966864484,11.555409877676523,50.028392183620475,0.5779985477076734,0.9300397858278782,2.3906639761286224,0.5923340596087661,0.00009984916402880422,0.3733951450510057,2.610559861093469,2.4996157014157103,1.1052921028511014,218779648,137437184,16220160,868139008,224976896,7753728,635146240,65699840,20619264,513683456,185094144,9297920,5771264,589287424,23429120,107196416,17.252,6,35.008,19.252,2,2,1.984,40.634,14,,5.252,19.252,0,0,0,0,0.00873637643817273,0.0036669247994537257,0.026137360545875964,0.0003169808453310906,0.00471064123622723,0.003105263157894737,0.004793103448275862,0.003685633651878951,0.022989054969322402,0.00954953318357647,0.08114923422531144,0.04603321336331728,0.015849437579365074,0.004789473684210527,0.00988095238095238,0.00935247707178548
1702372911,1.8091978541114002,2.2977269161371305,1.1867942442398176,0.34698243841559523,11.489678553548357,50.028392183620475,0.5889314891702103,0.9191230393052431,2.3906639761286224,0.6806791356455419,0.00009984916402880422,0.3733951450510057,2.610559861093469,2.4996157014157103,1.1052921028511014,218779648,137437184,16220160,868139008,224976896,7753728,635146240,65699840,20619264,513683456,185098240,9297920,5771264,589287424,23429120,107196416,41.196,11.984,44.881,3.252,2.008,2,4,38.578,37.944,,11.22,3.252,0,0,0,0,0.008742282387741164,0.0036669780382519034,0.026134083759820306,0.000317007736852098,0.00471014398997218,0.003181818181818182,0.004636363636363636,0.0036855450428114264,0.02298759672482101,0.00955008273402367,0.08114151388493501,0.046041459324615036,0.015847995219020257,0.004927272727272728,0.009772727272727273,0.009351843025811914
1702372912,1.7684940060623076,2.2977269161371305,1.1733085040348585,0.34698243841559523,11.423947229420191,50.028392183620475,0.5998644306327472,0.9082062927826079,2.314402582047106,0.6806791356455419,0.00009984916402880422,0.3733951450510057,2.610559861093469,2.750372525299305,0.943342247736685,218779648,137437184,16220160,868139008,224976896,7753728,635146240,65699840,20619264,513683456,185098240,9297920,5771264,589287424,23429120,107196416,13.252,6,19.008,3.252,1.898,2,2.008,32.634,10,,3.252,3.252,0,0,0,0,0.008747210560567445,0.0036655035777922117,0.026131240159626017,0.00031704347428965755,0.004708963574160771,0.003181818181818182,0.004636363636363636,0.003685451832380454,0.02298862954465742,0.009484472748894482,0.08113543444566321,0.04605273730145349,0.01584462962791951,0.004927272727272728,0.009772727272727273,0.0093511410533884
